Registration_Number,Semester,Subject,Marks
REG2023082,2,Surveying,74
REG2023082,3,Structural Analysis,70
REG2023082,3,Geotechnical Engineering,73
REG2023082,3,Transportation Engineering,56
REG2023082,3,Hydrology,55
REG2023082,3,Surveying,50
REG2023082,4,Structural Analysis,69
REG2023082,4,Geotechnical Engineering,78
REG2023082,4,Transportation Engineering,73
REG2023082,4,Hydrology,98
REG2023082,4,Surveying,67
REG2023083,1,Structural Analysis,56
REG2023083,1,Geotechnical Engineering,58
REG2023083,1,Transportation Engineering,55
REG2023083,1,Hydrology,61
REG2023083,1,Surveying,77
REG2023083,2,Structural Analysis,78
REG2023083,2,Geotechnical Engineering,85
REG2023083,2,Transportation Engineering,85
REG2023083,2,Hydrology,82
REG2023083,2,Surveying,76
REG2023083,3,Structural Analysis,56
REG2023083,3,Geotechnical Engineering,51
REG2023083,3,Transportation Engineering,55
REG2023083,3,Hydrology,72
REG2023083,3,Surveying,85
REG2023083,4,Structural Analysis,55
REG2023083,4,Geotechnical Engineering,88
REG2023083,4,Transportation Engineering,88
REG2023083,4,Hydrology,100
REG2023083,4,Surveying,70
REG2023084,1,Biochemistry,74
REG2023084,1,Genetics,50
REG2023084,1,Cell Biology,68
REG2023084,1,Microbiology,76
REG2023084,1,Bioinformatics,74
REG2023084,2,Biochemistry,99
REG2023084,2,Genetics,55
REG2023084,2,Cell Biology,96
REG2023084,2,Microbiology,85
REG2023084,2,Bioinformatics,65
REG2023084,3,Biochemistry,86
REG2023084,3,Genetics,83
REG2023084,3,Cell Biology,60
REG2023084,3,Microbiology,93
REG2023084,3,Bioinformatics,74
REG2023084,4,Biochemistry,60
REG2023084,4,Genetics,58
REG2023084,4,Cell Biology,67
REG2023084,4,Microbiology,69
REG2023084,4,Bioinformatics,67
REG2023085,1,Thermodynamics,81
REG2023085,1,Fluid Mechanics,59
REG2023085,1,Machine Design,54
REG2023085,1,Material Science,60
REG2023085,1,Robotics,77
REG2023085,2,Thermodynamics,67
REG2023085,2,Fluid Mechanics,76
REG2023085,2,Machine Design,69
REG2023085,2,Material Science,80
REG2023085,2,Robotics,100
REG2023085,3,Thermodynamics,54
REG2023085,3,Fluid Mechanics,73
REG2023085,3,Machine Design,66
REG2023085,3,Material Science,65
REG2023085,3,Robotics,96
REG2023085,4,Thermodynamics,90
REG2023085,4,Fluid Mechanics,81
REG2023085,4,Machine Design,88
REG2023085,4,Material Science,89
REG2023085,4,Robotics,62
REG2023086,1,Circuit Analysis,79
REG2023086,1,Digital Electronics,56
REG2023086,1,Power Systems,58
REG2023086,1,Control Systems,69
REG2023086,1,Signals & Systems,50
REG2023086,2,Circuit Analysis,75
REG2023086,2,Digital Electronics,71
REG2023086,2,Power Systems,89
REG2023086,2,Control Systems,74
REG2023086,2,Signals & Systems,71
REG2023086,3,Circuit Analysis,78
REG2023086,3,Digital Electronics,71
REG2023086,3,Power Systems,77
REG2023086,3,Control Systems,91
REG2023086,3,Signals & Systems,88
REG2023086,4,Circuit Analysis,58
REG2023086,4,Digital Electronics,69
REG2023086,4,Power Systems,70
REG2023086,4,Control Systems,88
REG2023086,4,Signals & Systems,94
REG2023087,1,Circuit Analysis,62
REG2023087,1,Digital Electronics,80
REG2023087,1,Power Systems,70
REG2023087,1,Control Systems,61
REG2023087,1,Signals & Systems,75
REG2023087,2,Circuit Analysis,70
REG2023087,2,Digital Electronics,68
REG2023087,2,Power Systems,97
REG2023087,2,Control Systems,94
REG2023087,2,Signals & Systems,90
REG2023087,3,Circuit Analysis,81
REG2023087,3,Digital Electronics,86
REG2023087,3,Power Systems,100
REG2023087,3,Control Systems,65
REG2023087,3,Signals & Systems,70
REG2023087,4,Circuit Analysis,74
REG2023087,4,Digital Electronics,67
REG2023087,4,Power Systems,100
REG2023087,4,Control Systems,75
REG2023087,4,Signals & Systems,73
REG2023088,1,Structural Analysis,57
REG2023088,1,Geotechnical Engineering,86
REG2023088,1,Transportation Engineering,62
REG2023088,1,Hydrology,87
REG2023088,1,Surveying,84
REG2023088,2,Structural Analysis,61
REG2023088,2,Geotechnical Engineering,93
REG2023088,2,Transportation Engineering,99
REG2023088,2,Hydrology,85
REG2023088,2,Surveying,51
REG2023088,3,Structural Analysis,96
REG2023088,3,Geotechnical Engineering,79
REG2023088,3,Transportation Engineering,95
REG2023088,3,Hydrology,63
REG2023088,3,Surveying,78
REG2023088,4,Structural Analysis,68
REG2023088,4,Geotechnical Engineering,94
REG2023088,4,Transportation Engineering,54
REG2023088,4,Hydrology,100
REG2023088,4,Surveying,100
REG2023089,1,Data Structures,76
REG2023089,1,Algorithms,93
REG2023089,1,Database Systems,81
REG2023089,1,Operating Systems,58
REG2023089,1,Discrete Mathematics,90
REG2023089,2,Data Structures,69
REG2023089,2,Algorithms,65
REG2023089,2,Database Systems,66
REG2023089,2,Operating Systems,92
REG2023089,2,Discrete Mathematics,59
REG2023089,3,Data Structures,95
REG2023089,3,Algorithms,77
REG2023089,3,Database Systems,100
REG2023089,3,Operating Systems,74
REG2023089,3,Discrete Mathematics,54
REG2023089,4,Data Structures,78
REG2023089,4,Algorithms,88
REG2023089,4,Database Systems,80
REG2023089,4,Operating Systems,87
REG2023089,4,Discrete Mathematics,75
REG2023090,1,Circuit Analysis,84
REG2023090,1,Digital Electronics,82
REG2023090,1,Power Systems,94
REG2023090,1,Control Systems,76
REG2023090,1,Signals & Systems,84
REG2023090,2,Circuit Analysis,52
REG2023090,2,Digital Electronics,100
REG2023090,2,Power Systems,73
REG2023090,2,Control Systems,94
REG2023090,2,Signals & Systems,84
REG2023090,3,Circuit Analysis,88
REG2023090,3,Digital Electronics,90
REG2023090,3,Power Systems,55
REG2023090,3,Control Systems,56
REG2023090,3,Signals & Systems,99
REG2023090,4,Circuit Analysis,65
REG2023090,4,Digital Electronics,92
REG2023090,4,Power Systems,92
REG2023090,4,Control Systems,72
REG2023090,4,Signals & Systems,60
REG2023091,1,Circuit Analysis,91
REG2023091,1,Digital Electronics,89
REG2023091,1,Power Systems,52
REG2023091,1,Control Systems,86
REG2023091,1,Signals & Systems,91
REG2023091,2,Circuit Analysis,93
REG2023091,2,Digital Electronics,91
REG2023091,2,Power Systems,75
REG2023091,2,Control Systems,98
REG2023091,2,Signals & Systems,71
REG2023091,3,Circuit Analysis,100
REG2023091,3,Digital Electronics,77
REG2023091,3,Power Systems,56
REG2023091,3,Control Systems,50
REG2023091,3,Signals & Systems,56
REG2023091,4,Circuit Analysis,66
REG2023091,4,Digital Electronics,64
REG2023091,4,Power Systems,82
REG2023091,4,Control Systems,97
REG2023091,4,Signals & Systems,83
REG2023092,1,Structural Analysis,85
REG2023092,1,Geotechnical Engineering,87
REG2023092,1,Transportation Engineering,94
REG2023092,1,Hydrology,86
REG2023092,1,Surveying,64
REG2023092,2,Structural Analysis,78
REG2023092,2,Geotechnical Engineering,73
REG2023092,2,Transportation Engineering,75
REG2023092,2,Hydrology,79
REG2023092,2,Surveying,99
REG2023092,3,Structural Analysis,93
REG2023092,3,Geotechnical Engineering,87
REG2023092,3,Transportation Engineering,94
REG2023092,3,Hydrology,82
REG2023092,3,Surveying,59
REG2023092,4,Structural Analysis,72
REG2023092,4,Geotechnical Engineering,51
REG2023092,4,Transportation Engineering,80
REG2023092,4,Hydrology,56
REG2023092,4,Surveying,68
REG2023093,1,Structural Analysis,76
REG2023093,1,Geotechnical Engineering,55
REG2023093,1,Transportation Engineering,57
REG2023093,1,Hydrology,96
REG2023093,1,Surveying,59
REG2023093,2,Structural Analysis,72
REG2023093,2,Geotechnical Engineering,69
REG2023093,2,Transportation Engineering,71
REG2023093,2,Hydrology,79
REG2023093,2,Surveying,100
REG2023093,3,Structural Analysis,63
REG2023093,3,Geotechnical Engineering,83
REG2023093,3,Transportation Engineering,80
REG2023093,3,Hydrology,72
REG2023093,3,Surveying,80
REG2023093,4,Structural Analysis,56
REG2023093,4,Geotechnical Engineering,78
REG2023093,4,Transportation Engineering,96
REG2023093,4,Hydrology,94
REG2023093,4,Surveying,78
REG2023094,1,Biochemistry,70
REG2023094,1,Genetics,54
REG2023094,1,Cell Biology,69
REG2023094,1,Microbiology,52
REG2023094,1,Bioinformatics,95
REG2023094,2,Biochemistry,57
REG2023094,2,Genetics,51
REG2023094,2,Cell Biology,71
REG2023094,2,Microbiology,91
REG2023094,2,Bioinformatics,56
REG2023094,3,Biochemistry,93
REG2023094,3,Genetics,60
REG2023094,3,Cell Biology,97
REG2023094,3,Microbiology,65
REG2023094,3,Bioinformatics,83
REG2023094,4,Biochemistry,61
REG2023094,4,Genetics,85
REG2023094,4,Cell Biology,60
REG2023094,4,Microbiology,71
REG2023094,4,Bioinformatics,85
REG2023095,1,Circuit Analysis,77
REG2023095,1,Digital Electronics,79
REG2023095,1,Power Systems,64
REG2023095,1,Control Systems,75
REG2023095,1,Signals & Systems,90
REG2023095,2,Circuit Analysis,61
REG2023095,2,Digital Electronics,61
REG2023095,2,Power Systems,90
REG2023095,2,Control Systems,92
REG2023095,2,Signals & Systems,77
REG2023095,3,Circuit Analysis,75
REG2023095,3,Digital Electronics,51
REG2023095,3,Power Systems,97
REG2023095,3,Control Systems,89
REG2023095,3,Signals & Systems,62
REG2023095,4,Circuit Analysis,78
REG2023095,4,Digital Electronics,87
REG2023095,4,Power Systems,77
REG2023095,4,Control Systems,74
REG2023095,4,Signals & Systems,50
REG2023096,1,Circuit Analysis,95
REG2023096,1,Digital Electronics,63
REG2023096,1,Power Systems,63
REG2023096,1,Control Systems,67
REG2023096,1,Signals & Systems,98
REG2023096,2,Circuit Analysis,95
REG2023096,2,Digital Electronics,100
REG2023096,2,Power Systems,54
REG2023096,2,Control Systems,86
REG2023096,2,Signals & Systems,56
REG2023096,3,Circuit Analysis,84
REG2023096,3,Digital Electronics,61
REG2023096,3,Power Systems,73
REG2023096,3,Control Systems,70
REG2023096,3,Signals & Systems,62
REG2023096,4,Circuit Analysis,79
REG2023096,4,Digital Electronics,57
REG2023096,4,Power Systems,66
REG2023096,4,Control Systems,92
REG2023096,4,Signals & Systems,81
REG2023097,1,Thermodynamics,83
REG2023097,1,Fluid Mechanics,90
REG2023097,1,Machine Design,70
REG2023097,1,Material Science,88
REG2023097,1,Robotics,74
REG2023097,2,Thermodynamics,89
REG2023097,2,Fluid Mechanics,75
REG2023097,2,Machine Design,87
REG2023097,2,Material Science,57
REG2023097,2,Robotics,72
REG2023097,3,Thermodynamics,72
REG2023097,3,Fluid Mechanics,79
REG2023097,3,Machine Design,89
REG2023097,3,Material Science,61
REG2023097,3,Robotics,93
REG2023097,4,Thermodynamics,95
REG2023097,4,Fluid Mechanics,69
REG2023097,4,Machine Design,89
REG2023097,4,Material Science,87
REG2023097,4,Robotics,55
REG2023098,1,Circuit Analysis,93
REG2023098,1,Digital Electronics,58
REG2023098,1,Power Systems,70
REG2023098,1,Control Systems,57
REG2023098,1,Signals & Systems,65
REG2023098,2,Circuit Analysis,69
REG2023098,2,Digital Electronics,57
REG2023098,2,Power Systems,61
REG2023098,2,Control Systems,73
REG2023098,2,Signals & Systems,94
REG2023098,3,Circuit Analysis,59
REG2023098,3,Digital Electronics,82
REG2023098,3,Power Systems,74
REG2023098,3,Control Systems,76
REG2023098,3,Signals & Systems,88
REG2023098,4,Circuit Analysis,58
REG2023098,4,Digital Electronics,86
REG2023098,4,Power Systems,74
REG2023098,4,Control Systems,77
REG2023098,4,Signals & Systems,61
REG2023099,1,Biochemistry,81
REG2023099,1,Genetics,90
REG2023099,1,Cell Biology,84
REG2023099,1,Microbiology,94
REG2023099,1,Bioinformatics,91
REG2023099,2,Biochemistry,61
REG2023099,2,Genetics,85
REG2023099,2,Cell Biology,60
REG2023099,2,Microbiology,81
REG2023099,2,Bioinformatics,68
REG2023099,3,Biochemistry,58
REG2023099,3,Genetics,61
REG2023099,3,Cell Biology,70
REG2023099,3,Microbiology,78
REG2023099,3,Bioinformatics,89
REG2023099,4,Biochemistry,53
REG2023099,4,Genetics,72
REG2023099,4,Cell Biology,50
REG2023099,4,Microbiology,81
REG2023099,4,Bioinformatics,58
REG2023100,1,Data Structures,62
REG2023100,1,Algorithms,74
REG2023100,1,Database Systems,85
REG2023100,1,Operating Systems,82
REG2023100,1,Discrete Mathematics,91
REG2023100,2,Data Structures,81
REG2023100,2,Algorithms,76
REG2023100,2,Database Systems,93
REG2023100,2,Operating Systems,81
REG2023100,2,Discrete Mathematics,76
REG2023100,3,Data Structures,95
REG2023100,3,Algorithms,78
REG2023100,3,Database Systems,81
REG2023100,3,Operating Systems,60
REG2023100,3,Discrete Mathematics,55
REG2023100,4,Data Structures,86
REG2023100,4,Algorithms,51
REG2023100,4,Database Systems,100
REG2023100,4,Operating Systems,98
REG2023100,4,Discrete Mathematics,64
REG2023101,1,Thermodynamics,68
REG2023101,1,Fluid Mechanics,52
REG2023101,1,Machine Design,67
REG2023101,1,Material Science,64
REG2023101,1,Robotics,84
REG2023101,2,Thermodynamics,68
REG2023101,2,Fluid Mechanics,60
REG2023101,2,Machine Design,99
REG2023101,2,Material Science,79
REG2023101,2,Robotics,86
REG2023101,3,Thermodynamics,97
REG2023101,3,Fluid Mechanics,99
REG2023101,3,Machine Design,99
REG2023101,3,Material Science,81
REG2023101,3,Robotics,85
REG2023101,4,Thermodynamics,82
REG2023101,4,Fluid Mechanics,57
REG2023101,4,Machine Design,86
REG2023101,4,Material Science,57
REG2023101,4,Robotics,67
REG2023102,1,Structural Analysis,99
REG2023102,1,Geotechnical Engineering,84
REG2023102,1,Transportation Engineering,73
REG2023102,1,Hydrology,84
REG2023102,1,Surveying,98
REG2023102,2,Structural Analysis,52
REG2023102,2,Geotechnical Engineering,98
REG2023102,2,Transportation Engineering,96
REG2023102,2,Hydrology,78
REG2023102,2,Surveying,84
REG2023102,3,Structural Analysis,63
REG2023102,3,Geotechnical Engineering,77
REG2023102,3,Transportation Engineering,56
REG2023102,3,Hydrology,97
REG2023102,3,Surveying,91
REG2023102,4,Structural Analysis,98
REG2023102,4,Geotechnical Engineering,65
REG2023102,4,Transportation Engineering,69
REG2023102,4,Hydrology,52
REG2023102,4,Surveying,78
REG2023103,1,Circuit Analysis,66
REG2023103,1,Digital Electronics,72
REG2023103,1,Power Systems,55
REG2023103,1,Control Systems,78
REG2023103,1,Signals & Systems,57
REG2023103,2,Circuit Analysis,99
REG2023103,2,Digital Electronics,65
REG2023103,2,Power Systems,63
REG2023103,2,Control Systems,97
REG2023103,2,Signals & Systems,87
REG2023103,3,Circuit Analysis,94
REG2023103,3,Digital Electronics,72
REG2023103,3,Power Systems,95
REG2023103,3,Control Systems,89
REG2023103,3,Signals & Systems,90
REG2023103,4,Circuit Analysis,77
REG2023103,4,Digital Electronics,60
REG2023103,4,Power Systems,89
REG2023103,4,Control Systems,58
REG2023103,4,Signals & Systems,100
REG2023104,1,Biochemistry,63
REG2023104,1,Genetics,63
REG2023104,1,Cell Biology,53
REG2023104,1,Microbiology,86
REG2023104,1,Bioinformatics,72
REG2023104,2,Biochemistry,84
REG2023104,2,Genetics,67
REG2023104,2,Cell Biology,88
REG2023104,2,Microbiology,84
REG2023104,2,Bioinformatics,60
REG2023104,3,Biochemistry,70
REG2023104,3,Genetics,95
REG2023104,3,Cell Biology,68
REG2023104,3,Microbiology,68
REG2023104,3,Bioinformatics,86
REG2023104,4,Biochemistry,67
REG2023104,4,Genetics,82
REG2023104,4,Cell Biology,93
REG2023104,4,Microbiology,56
REG2023104,4,Bioinformatics,58
REG2023105,1,Structural Analysis,98
REG2023105,1,Geotechnical Engineering,100
REG2023105,1,Transportation Engineering,76
REG2023105,1,Hydrology,53
REG2023105,1,Surveying,67
REG2023105,2,Structural Analysis,91
REG2023105,2,Geotechnical Engineering,58
REG2023105,2,Transportation Engineering,94
REG2023105,2,Hydrology,58
REG2023105,2,Surveying,65
REG2023105,3,Structural Analysis,59
REG2023105,3,Geotechnical Engineering,95
REG2023105,3,Transportation Engineering,70
REG2023105,3,Hydrology,65
REG2023105,3,Surveying,98
REG2023105,4,Structural Analysis,93
REG2023105,4,Geotechnical Engineering,75
REG2023105,4,Transportation Engineering,81
REG2023105,4,Hydrology,59
REG2023105,4,Surveying,86
REG2023106,1,Biochemistry,90
REG2023106,1,Genetics,67
REG2023106,1,Cell Biology,90
REG2023106,1,Microbiology,76
REG2023106,1,Bioinformatics,74
REG2023106,2,Biochemistry,78
REG2023106,2,Genetics,54
REG2023106,2,Cell Biology,90
REG2023106,2,Microbiology,100
REG2023106,2,Bioinformatics,99
REG2023106,3,Biochemistry,55
REG2023106,3,Genetics,75
REG2023106,3,Cell Biology,82
REG2023106,3,Microbiology,97
REG2023106,3,Bioinformatics,67
REG2023106,4,Biochemistry,94
REG2023106,4,Genetics,73
REG2023106,4,Cell Biology,79
REG2023106,4,Microbiology,81
REG2023106,4,Bioinformatics,70
REG2023107,1,Circuit Analysis,87
REG2023107,1,Digital Electronics,50
REG2023107,1,Power Systems,99
REG2023107,1,Control Systems,96
REG2023107,1,Signals & Systems,55
REG2023107,2,Circuit Analysis,96
REG2023107,2,Digital Electronics,79
REG2023107,2,Power Systems,90
REG2023107,2,Control Systems,92
REG2023107,2,Signals & Systems,94
REG2023107,3,Circuit Analysis,72
REG2023107,3,Digital Electronics,54
REG2023107,3,Power Systems,100
REG2023107,3,Control Systems,84
REG2023107,3,Signals & Systems,75
REG2023107,4,Circuit Analysis,63
REG2023107,4,Digital Electronics,77
REG2023107,4,Power Systems,63
REG2023107,4,Control Systems,81
REG2023107,4,Signals & Systems,67
REG2023108,1,Biochemistry,70
REG2023108,1,Genetics,68
REG2023108,1,Cell Biology,71
REG2023108,1,Microbiology,85
REG2023108,1,Bioinformatics,86
REG2023108,2,Biochemistry,58
REG2023108,2,Genetics,86
REG2023108,2,Cell Biology,81
REG2023108,2,Microbiology,100
REG2023108,2,Bioinformatics,71
REG2023108,3,Biochemistry,93
REG2023108,3,Genetics,98
REG2023108,3,Cell Biology,53
REG2023108,3,Microbiology,52
REG2023108,3,Bioinformatics,56
REG2023108,4,Biochemistry,90
REG2023108,4,Genetics,100
REG2023108,4,Cell Biology,79
REG2023108,4,Microbiology,51
REG2023108,4,Bioinformatics,57
REG2023109,1,Thermodynamics,60
REG2023109,1,Fluid Mechanics,78
REG2023109,1,Machine Design,79
REG2023109,1,Material Science,50
REG2023109,1,Robotics,77
REG2023109,2,Thermodynamics,62
REG2023109,2,Fluid Mechanics,94
REG2023109,2,Machine Design,58
REG2023109,2,Material Science,91
REG2023109,2,Robotics,69
REG2023109,3,Thermodynamics,60
REG2023109,3,Fluid Mechanics,67
REG2023109,3,Machine Design,55
REG2023109,3,Material Science,91
REG2023109,3,Robotics,73
REG2023109,4,Thermodynamics,66
REG2023109,4,Fluid Mechanics,55
REG2023109,4,Machine Design,73
REG2023109,4,Material Science,92
REG2023109,4,Robotics,91
REG2023110,1,Data Structures,60
REG2023110,1,Algorithms,53
REG2023110,1,Database Systems,75
REG2023110,1,Operating Systems,90
REG2023110,1,Discrete Mathematics,69
REG2023110,2,Data Structures,96
REG2023110,2,Algorithms,94
REG2023110,2,Database Systems,98
REG2023110,2,Operating Systems,64
REG2023110,2,Discrete Mathematics,77
REG2023110,3,Data Structures,91
REG2023110,3,Algorithms,55
REG2023110,3,Database Systems,95
REG2023110,3,Operating Systems,56
REG2023110,3,Discrete Mathematics,50
REG2023110,4,Data Structures,63
REG2023110,4,Algorithms,80
REG2023110,4,Database Systems,54
REG2023110,4,Operating Systems,58
REG2023110,4,Discrete Mathematics,87
REG2023111,1,Circuit Analysis,64
REG2023111,1,Digital Electronics,83
REG2023111,1,Power Systems,93
REG2023111,1,Control Systems,78
REG2023111,1,Signals & Systems,50
REG2023111,2,Circuit Analysis,50
REG2023111,2,Digital Electronics,94
REG2023111,2,Power Systems,71
REG2023111,2,Control Systems,57
REG2023111,2,Signals & Systems,77
REG2023111,3,Circuit Analysis,94
REG2023111,3,Digital Electronics,58
REG2023111,3,Power Systems,80
REG2023111,3,Control Systems,54
REG2023111,3,Signals & Systems,64
REG2023111,4,Circuit Analysis,74
REG2023111,4,Digital Electronics,55
REG2023111,4,Power Systems,96
REG2023111,4,Control Systems,56
REG2023111,4,Signals & Systems,56
REG2023112,1,Thermodynamics,70
REG2023112,1,Fluid Mechanics,73
REG2023112,1,Machine Design,69
REG2023112,1,Material Science,58
REG2023112,1,Robotics,74
REG2023112,2,Thermodynamics,99
REG2023112,2,Fluid Mechanics,98
REG2023112,2,Machine Design,58
REG2023112,2,Material Science,91
REG2023112,2,Robotics,93
REG2023112,3,Thermodynamics,59
REG2023112,3,Fluid Mechanics,54
REG2023112,3,Machine Design,83
REG2023112,3,Material Science,86
REG2023112,3,Robotics,50
REG2023112,4,Thermodynamics,89
REG2023112,4,Fluid Mechanics,91
REG2023112,4,Machine Design,60
REG2023112,4,Material Science,78
REG2023112,4,Robotics,72
REG2023113,1,Data Structures,96
REG2023113,1,Algorithms,63
REG2023113,1,Database Systems,90
REG2023113,1,Operating Systems,97
REG2023113,1,Discrete Mathematics,59
REG2023113,2,Data Structures,76
REG2023113,2,Algorithms,89
REG2023113,2,Database Systems,93
REG2023113,2,Operating Systems,78
REG2023113,2,Discrete Mathematics,63
REG2023113,3,Data Structures,55
REG2023113,3,Algorithms,56
REG2023113,3,Database Systems,58
REG2023113,3,Operating Systems,98
REG2023113,3,Discrete Mathematics,57
REG2023113,4,Data Structures,87
REG2023113,4,Algorithms,96
REG2023113,4,Database Systems,74
REG2023113,4,Operating Systems,72
REG2023113,4,Discrete Mathematics,77
REG2023114,1,Thermodynamics,70
REG2023114,1,Fluid Mechanics,100
REG2023114,1,Machine Design,58
REG2023114,1,Material Science,65
REG2023114,1,Robotics,67
REG2023114,2,Thermodynamics,91
REG2023114,2,Fluid Mechanics,55
REG2023114,2,Machine Design,65
REG2023114,2,Material Science,85
REG2023114,2,Robotics,88
REG2023114,3,Thermodynamics,88
REG2023114,3,Fluid Mechanics,96
REG2023114,3,Machine Design,88
REG2023114,3,Material Science,68
REG2023114,3,Robotics,99
REG2023114,4,Thermodynamics,94
REG2023114,4,Fluid Mechanics,51
REG2023114,4,Machine Design,92
REG2023114,4,Material Science,69
REG2023114,4,Robotics,63
REG2023115,1,Circuit Analysis,83
REG2023115,1,Digital Electronics,88
REG2023115,1,Power Systems,82
REG2023115,1,Control Systems,62
REG2023115,1,Signals & Systems,97
REG2023115,2,Circuit Analysis,75
REG2023115,2,Digital Electronics,68
REG2023115,2,Power Systems,91
REG2023115,2,Control Systems,53
REG2023115,2,Signals & Systems,100
REG2023115,3,Circuit Analysis,100
REG2023115,3,Digital Electronics,65
REG2023115,3,Power Systems,81
REG2023115,3,Control Systems,74
REG2023115,3,Signals & Systems,57
REG2023115,4,Circuit Analysis,65
REG2023115,4,Digital Electronics,81
REG2023115,4,Power Systems,90
REG2023115,4,Control Systems,88
REG2023115,4,Signals & Systems,54
REG2023116,1,Thermodynamics,83
REG2023116,1,Fluid Mechanics,50
REG2023116,1,Machine Design,73
REG2023116,1,Material Science,70
REG2023116,1,Robotics,58
REG2023116,2,Thermodynamics,74
REG2023116,2,Fluid Mechanics,86
REG2023116,2,Machine Design,76
REG2023116,2,Material Science,73
REG2023116,2,Robotics,84
REG2023116,3,Thermodynamics,93
REG2023116,3,Fluid Mechanics,61
REG2023116,3,Machine Design,98
REG2023116,3,Material Science,80
REG2023116,3,Robotics,99
REG2023116,4,Thermodynamics,54
REG2023116,4,Fluid Mechanics,51
REG2023116,4,Machine Design,87
REG2023116,4,Material Science,54
REG2023116,4,Robotics,50
REG2023117,1,Data Structures,66
REG2023117,1,Algorithms,63
REG2023117,1,Database Systems,52
REG2023117,1,Operating Systems,53
REG2023117,1,Discrete Mathematics,100
REG2023117,2,Data Structures,75
REG2023117,2,Algorithms,82
REG2023117,2,Database Systems,68
REG2023117,2,Operating Systems,90
REG2023117,2,Discrete Mathematics,95
REG2023117,3,Data Structures,82
REG2023117,3,Algorithms,99
REG2023117,3,Database Systems,76
REG2023117,3,Operating Systems,77
REG2023117,3,Discrete Mathematics,94
REG2023117,4,Data Structures,75
REG2023117,4,Algorithms,55
REG2023117,4,Database Systems,90
REG2023117,4,Operating Systems,84
REG2023117,4,Discrete Mathematics,84
REG2023118,1,Thermodynamics,89
REG2023118,1,Fluid Mechanics,59
REG2023118,1,Machine Design,67
REG2023118,1,Material Science,55
REG2023118,1,Robotics,69
REG2023118,2,Thermodynamics,55
REG2023118,2,Fluid Mechanics,82
REG2023118,2,Machine Design,63
REG2023118,2,Material Science,59
REG2023118,2,Robotics,84
REG2023118,3,Thermodynamics,70
REG2023118,3,Fluid Mechanics,75
REG2023118,3,Machine Design,87
REG2023118,3,Material Science,90
REG2023118,3,Robotics,98
REG2023118,4,Thermodynamics,91
REG2023118,4,Fluid Mechanics,93
REG2023118,4,Machine Design,91
REG2023118,4,Material Science,54
REG2023118,4,Robotics,69
REG2023119,1,Thermodynamics,94
REG2023119,1,Fluid Mechanics,77
REG2023119,1,Machine Design,96
REG2023119,1,Material Science,65
REG2023119,1,Robotics,53
REG2023119,2,Thermodynamics,65
REG2023119,2,Fluid Mechanics,55
REG2023119,2,Machine Design,77
REG2023119,2,Material Science,57
REG2023119,2,Robotics,79
REG2023119,3,Thermodynamics,89
REG2023119,3,Fluid Mechanics,88
REG2023119,3,Machine Design,53
REG2023119,3,Material Science,69
REG2023119,3,Robotics,92
REG2023119,4,Thermodynamics,97
REG2023119,4,Fluid Mechanics,92
REG2023119,4,Machine Design,97
REG2023119,4,Material Science,61
REG2023119,4,Robotics,57
REG2023120,1,Structural Analysis,50
REG2023120,1,Geotechnical Engineering,95
REG2023120,1,Transportation Engineering,58
REG2023120,1,Hydrology,94
REG2023120,1,Surveying,50
REG2023120,2,Structural Analysis,60
REG2023120,2,Geotechnical Engineering,81
REG2023120,2,Transportation Engineering,72
REG2023120,2,Hydrology,83
REG2023120,2,Surveying,83
REG2023120,3,Structural Analysis,100
REG2023120,3,Geotechnical Engineering,96
REG2023120,3,Transportation Engineering,66
REG2023120,3,Hydrology,60
REG2023120,3,Surveying,73
REG2023120,4,Structural Analysis,58
REG2023120,4,Geotechnical Engineering,97
REG2023120,4,Transportation Engineering,99
REG2023120,4,Hydrology,67
REG2023120,4,Surveying,96
REG2023121,1,Biochemistry,57
REG2023121,1,Genetics,99
REG2023121,1,Cell Biology,51
REG2023121,1,Microbiology,71
REG2023121,1,Bioinformatics,77
REG2023121,2,Biochemistry,67
REG2023121,2,Genetics,83
REG2023121,2,Cell Biology,54
REG2023121,2,Microbiology,66
REG2023121,2,Bioinformatics,95
REG2023121,3,Biochemistry,86
REG2023121,3,Genetics,90
REG2023121,3,Cell Biology,54
REG2023121,3,Microbiology,81
REG2023121,3,Bioinformatics,79
REG2023121,4,Biochemistry,82
REG2023121,4,Genetics,73
REG2023121,4,Cell Biology,53
REG2023121,4,Microbiology,81
REG2023121,4,Bioinformatics,86
REG2023122,1,Circuit Analysis,60
REG2023122,1,Digital Electronics,73
REG2023122,1,Power Systems,60
REG2023122,1,Control Systems,66
REG2023122,1,Signals & Systems,99
REG2023122,2,Circuit Analysis,56
REG2023122,2,Digital Electronics,86
REG2023122,2,Power Systems,93
REG2023122,2,Control Systems,96
REG2023122,2,Signals & Systems,57
REG2023122,3,Circuit Analysis,64
REG2023122,3,Digital Electronics,97
REG2023122,3,Power Systems,82
REG2023122,3,Control Systems,50
REG2023122,3,Signals & Systems,52
REG2023122,4,Circuit Analysis,50
REG2023122,4,Digital Electronics,65
REG2023122,4,Power Systems,52
REG2023122,4,Control Systems,80
REG2023122,4,Signals & Systems,73
REG2023123,1,Biochemistry,74
REG2023123,1,Genetics,59
REG2023123,1,Cell Biology,61
REG2023123,1,Microbiology,52
